danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_available_markets,track_explicit,track_type,artist_main,artist_number_featured,track_popularity,track_album_release_date_precision,track_duration_ms,award_status
0.764,0.259,1,-8.088,1,0.0604,0.884,0.00087,0.251,0.211,139.617,4,185,FALSE,track,Christina Aguilera,0,30,day,141440,nominee
0.57,0.64,1,-5.266,1,0.154,0.312,5.77E-06,0.0639,0.604,88.804,4,185,FALSE,track,Christina Aguilera,0,30,day,216920,nominee
0.602,0.666,0,-6.734,0,0.218,0.297,2.19E-05,0.586,0.44,98.646,4,185,FALSE,track,Christina Aguilera,0,32,day,236760,nominee
0.895,0.714,6,-3.854,0,0.0559,0.122,1.13E-05,0.166,0.89,94.963,4,185,FALSE,track,Christina Aguilera,0,33,day,226373,nominee
0.555,0.868,1,-2.877,1,0.183,0.00333,1.06E-05,0.13,0.463,182.951,4,185,FALSE,track,Christina Aguilera,0,29,day,198893,nominee
0.789,0.454,10,-8.383,0,0.365,0.429,0.0079,0.118,0.659,90.018,4,185,FALSE,track,Christina Aguilera,0,25,day,298960,nominee
0.345,0.838,9,-5.4,0,0.224,0.443,1.75E-06,0.732,0.125,107.939,4,185,FALSE,track,Christina Aguilera,0,32,day,102466,nominee
0.419,0.71,4,-4.955,0,0.0373,0.0379,0.00375,0.192,0.158,79.269,4,185,FALSE,track,Christina Aguilera,0,32,day,162080,nominee
0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,4,185,FALSE,track,Christina Aguilera,0,63,day,194213,nominee
0.367,0.744,1,-4.98,1,0.113,0.104,0,0.735,0.291,112.589,3,185,FALSE,track,Christina Aguilera,0,37,day,285106,nominee
0.473,0.471,1,-10.004,0,0.0358,0.891,0.955,0.344,0.404,90.011,4,185,FALSE,track,Christina Aguilera,0,30,day,222266,nominee
0.327,0.295,4,-6.907,0,0.0313,0.775,0,0.107,0.143,148.574,4,185,FALSE,track,Christina Aguilera,0,62,day,243373,nominee
0.344,0.557,9,-4.793,0,0.0327,0.133,1.33E-05,0.176,0.256,113.912,3,185,FALSE,track,Christina Aguilera,0,38,day,272453,nominee
0.538,0.141,6,-14.385,0,0.096,0.937,0,0.128,0.341,77.931,4,185,FALSE,track,Christina Aguilera,0,41,day,193160,nominee
0.295,0.445,1,-4.311,0,0.0328,0.683,1.32E-05,0.284,0.223,81.859,3,185,FALSE,track,Christina Aguilera,0,34,day,231640,nominee
0.424,0.885,7,-3.654,1,0.0332,0.0226,0.016,0.235,0.378,88.006,4,3,FALSE,track,Duffy,0,21,day,252800,winner
0.493,0.59,0,-5.814,0,0.0392,0.339,0,0.121,0.502,169.908,4,3,FALSE,track,Duffy,0,49,day,226386,winner
0.446,0.81,9,-5.529,1,0.0436,0.0393,0,0.214,0.613,178.135,4,3,FALSE,track,Duffy,0,15,day,250266,winner
0.694,0.523,2,-6.407,0,0.0254,0.875,0.000172,0.352,0.472,97.985,4,3,FALSE,track,Duffy,0,35,day,209453,winner
0.357,0.241,2,-12.366,1,0.0618,0.94,0.000129,0.353,0.227,91.195,4,3,FALSE,track,Duffy,0,35,day,197893,winner
0.598,0.443,2,-6.493,0,0.0342,0.456,6.06E-05,0.182,0.386,108.045,4,3,FALSE,track,Duffy,0,24,day,236426,winner
0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,4,3,FALSE,track,Duffy,0,57,day,219920,winner
0.559,0.598,0,-6.316,0,0.0566,0.451,1.04E-06,0.248,0.7,207.905,4,3,FALSE,track,Duffy,0,26,day,177413,winner
0.514,0.435,9,-7.772,1,0.0288,0.429,2.18E-05,0.152,0.408,90.078,4,3,FALSE,track,Duffy,0,35,day,189306,winner
0.399,0.604,2,-4.325,1,0.0288,0.00426,0.00126,0.386,0.146,94.962,4,3,FALSE,track,Duffy,0,37,day,305666,winner
0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,4,184,FALSE,track,Leona Lewis,0,75,year,262466,nominee
0.584,0.7,6,-4.251,1,0.0505,0.512,2.44E-05,0.13,0.545,163.95,4,184,FALSE,track,Leona Lewis,0,65,year,234173,nominee
0.406,0.6,7,-4.157,1,0.0298,0.132,0,0.15,0.205,149.987,4,184,FALSE,track,Leona Lewis,0,31,year,238640,nominee
0.68,0.616,2,-6.652,0,0.0374,0.312,0,0.328,0.556,130.048,4,184,FALSE,track,Leona Lewis,0,24,year,227080,nominee
0.729,0.791,5,-5.39,1,0.0769,0.0112,0,0.0314,0.59,120.02,4,184,FALSE,track,Leona Lewis,0,25,year,219960,nominee
0.781,0.588,1,-6.402,1,0.115,0.0178,3.00E-06,0.0576,0.886,119.938,4,184,FALSE,track,Leona Lewis,0,20,year,220906,nominee
0.691,0.629,2,-6.118,1,0.0417,0.328,0,0.133,0.58,88.002,4,184,FALSE,track,Leona Lewis,0,25,year,254213,nominee
0.329,0.105,6,-10.353,1,0.0382,0.739,1.85E-05,0.129,0.146,119.452,4,184,FALSE,track,Leona Lewis,0,24,year,265880,nominee
0.732,0.642,8,-7.065,1,0.0333,0.0772,0,0.304,0.345,116.982,4,184,FALSE,track,Leona Lewis,0,33,year,233173,nominee
0.493,0.819,8,-4.846,1,0.125,0.0421,0,0.205,0.427,189.709,4,184,FALSE,track,Leona Lewis,0,23,year,207666,nominee
0.668,0.673,8,-4.879,0,0.138,0.402,0,0.108,0.447,73.972,4,184,FALSE,track,Leona Lewis,0,27,year,233973,nominee
0.502,0.448,8,-5.166,1,0.0281,0.692,0,0.114,0.123,119.921,4,184,FALSE,track,Leona Lewis,0,47,year,247440,nominee
0.566,0.212,10,-9.855,1,0.0372,0.794,0,0.106,0.0782,119.847,4,184,FALSE,track,Leona Lewis,0,23,year,290480,nominee
0.866,0.857,9,-5.894,1,0.0664,0.13,0.0017,0.13,0.408,130.049,4,184,TRUE,track,Black Eyed Peas,0,64,day,251440,winner
0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39E-05,0.426,0.841,124.991,4,184,FALSE,track,Black Eyed Peas,0,59,day,268840,winner
0.798,0.629,11,-6.857,0,0.0735,0.00474,2.29E-05,0.324,0.4,130.002,4,184,FALSE,track,Black Eyed Peas,0,72,day,284373,winner
0.597,0.517,0,-6.963,1,0.366,0.179,0,0.307,0.413,92.035,4,184,TRUE,track,Black Eyed Peas,0,64,day,257560,winner
0.744,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.966,4,184,FALSE,track,Black Eyed Peas,0,73,day,289133,winner
0.801,0.643,11,-7.07,0,0.0375,0.0676,0.00047,0.612,0.568,115.037,4,184,FALSE,track,Black Eyed Peas,0,45,day,303453,winner
0.8,0.728,0,-5.419,0,0.0991,0.217,0,0.411,0.404,126.07,4,184,FALSE,track,Black Eyed Peas,0,41,day,274546,winner
0.677,0.831,7,-7.372,0,0.0803,0.165,0,0.187,0.62,124.881,4,184,FALSE,track,Black Eyed Peas,0,38,day,272760,winner
0.698,0.821,0,-5.749,1,0.0492,0.0384,0,0.489,0.351,128.018,4,184,TRUE,track,Black Eyed Peas,0,41,day,283586,winner
0.928,0.47,7,-6.712,1,0.133,0.00437,0.0203,0.113,0.711,121.039,4,184,FALSE,track,Black Eyed Peas,0,34,day,231893,winner
0.771,0.471,0,-6.012,1,0.0786,0.00754,0.00214,0.143,0.403,89.015,4,184,FALSE,track,Black Eyed Peas,0,32,day,248133,winner
0.75,0.609,5,-6.596,0,0.205,0.00847,0,0.43,0.479,128.614,4,184,FALSE,track,Black Eyed Peas,0,32,day,267386,winner
0.797,0.737,2,-7.148,1,0.155,0.134,0,0.146,0.848,144.989,4,184,FALSE,track,Black Eyed Peas,0,30,day,245906,winner
0.854,0.475,9,-9.436,0,0.127,0.334,0.000231,0.182,0.799,119.993,4,184,FALSE,track,Black Eyed Peas,0,33,day,280626,winner
0.89,0.444,8,-9.001,0,0.0668,0.0446,0.123,0.117,0.407,128.022,4,184,FALSE,track,Black Eyed Peas,0,33,day,225773,winner
0.787,0.859,11,-2.985,0,0.0359,0.0057,1.31E-06,0.0426,0.808,103.944,4,185,TRUE,track,P!nk,0,21,day,204626,nominee
0.684,0.913,11,-4.203,0,0.0673,0.0395,0.39,0.0911,0.249,127.992,4,185,TRUE,track,P!nk,0,18,day,355093,nominee
0.797,0.822,11,-4.271,0,0.0856,3.67E-05,0.784,0.0552,0.0388,127.983,4,185,TRUE,track,P!nk,0,5,day,367893,nominee
0.695,0.921,0,-3.752,1,0.0363,0.00314,5.26E-05,0.0842,0.714,119.007,4,183,TRUE,track,Lady Gaga,0,43,day,294573,winner
0.623,0.795,11,-6.63,0,0.046,0.000399,0.0014,0.375,0.358,98.995,4,183,FALSE,track,Lady Gaga,0,39,day,274213,winner
0.695,0.801,9,-4.503,0,0.0441,0.00124,0,0.479,0.646,119.973,4,183,TRUE,track,Lady Gaga,0,37,day,249280,winner
0.298,0.702,0,-4.181,1,0.0398,0.441,0,0.35,0.429,143.824,4,183,FALSE,track,Lady Gaga,0,27,day,270813,winner
0.639,0.751,0,-6.358,0,0.0324,2.97E-05,4.96E-05,0.163,0.14,120.992,4,183,TRUE,track,Lady Gaga,0,31,day,288960,winner
0.824,0.837,3,-5.903,1,0.0405,0.00521,0.000817,0.112,0.715,122.013,4,183,FALSE,track,Lady Gaga,1,38,day,220640,winner
0.557,0.772,0,-5.068,1,0.0304,0.000318,0.00223,0.176,0.324,99.965,4,183,FALSE,track,Lady Gaga,0,31,day,234866,winner
0.708,0.826,11,-5.164,1,0.0476,0.0327,0,0.0868,0.519,96.019,4,183,FALSE,track,Lady Gaga,0,26,day,220706,winner
0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,4,23,FALSE,track,Adele,0,77,day,228093,winner
0.612,0.749,0,-5.014,1,0.0446,0.615,0,0.167,0.574,120.052,4,23,FALSE,track,Adele,0,64,day,223266,winner
0.353,0.446,0,-6.044,0,0.0285,0.95,1.35E-05,0.132,0.211,155.476,4,23,FALSE,track,Adele,0,62,day,250000,winner
0.644,0.4,3,-5.713,1,0.0304,0.214,0,0.0866,0.227,115.025,4,23,FALSE,track,Adele,0,61,day,243200,winner
0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68E-06,0.112,0.446,107.993,4,23,FALSE,track,Adele,0,77,day,242973,winner
0.706,0.57,0,-7.045,0,0.086,0.0225,0,0.0754,0.728,159.908,4,23,FALSE,track,Adele,0,53,day,278040,winner
0.415,0.266,0,-8.44,1,0.0308,0.957,1.18E-06,0.183,0.282,138.096,4,23,FALSE,track,Adele,0,52,day,228293,winner
0.547,0.848,2,-2.684,1,0.0367,0.049,0,0.114,0.749,160.063,4,23,FALSE,track,Adele,0,50,day,241351,winner
0.528,0.468,5,-5.306,1,0.0287,0.295,0,0.165,0.185,154.974,3,23,FALSE,track,Adele,0,64,day,348226,winner
0.689,0.369,0,-9.407,0,0.0278,0.693,0.00236,0.111,0.361,116.885,4,23,FALSE,track,Adele,0,55,day,316240,winner
0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,4,23,FALSE,track,Adele,0,77,day,285240,winner
0.676,0.807,5,-5.131,1,0.029,0.0284,0,0.0701,0.443,95.956,4,2,FALSE,track,Kelly Clarkson,0,43,day,232520,winner
0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,4,2,FALSE,track,Kelly Clarkson,0,63,day,221946,winner
0.559,0.86,7,-4.04,1,0.05,0.0991,0,0.292,0.292,118.969,4,2,FALSE,track,Kelly Clarkson,0,39,day,224506,winner
0.31,0.856,7,-4.592,0,0.122,0.124,0,0.174,0.2,169.76,4,2,FALSE,track,Kelly Clarkson,0,22,day,216173,winner
0.74,0.864,9,-4.044,0,0.0385,0.0499,0,0.0611,0.832,119.955,4,2,FALSE,track,Kelly Clarkson,0,23,day,244200,winner
0.64,0.796,3,-4.016,0,0.0302,0.0694,0,0.42,0.77,96.982,4,2,FALSE,track,Kelly Clarkson,0,20,day,179000,winner
0.543,0.553,0,-6.641,1,0.0248,0.389,0,0.151,0.287,79.917,4,2,FALSE,track,Kelly Clarkson,0,19,day,239240,winner
0.619,0.755,9,-4.449,1,0.0477,0.002,0,0.162,0.635,127.997,4,2,FALSE,track,Kelly Clarkson,0,27,day,184386,winner
0.601,0.83,6,-3.041,1,0.0353,0.000311,0,0.272,0.753,117.999,4,2,FALSE,track,Kelly Clarkson,0,20,day,179533,winner
0.512,0.76,6,-5.236,1,0.0583,0.0404,0,0.1,0.207,91.043,4,2,FALSE,track,Kelly Clarkson,0,21,day,236960,winner
0.494,0.958,8,-4.646,1,0.106,0.000274,0,0.323,0.859,159.963,4,2,FALSE,track,Kelly Clarkson,0,21,day,204346,winner
0.512,0.816,9,-2.655,1,0.113,0.000132,0,0.0631,0.644,147.978,4,2,FALSE,track,Kelly Clarkson,0,19,day,259813,winner
0.46,0.575,4,-5.449,1,0.0287,0.00663,0,0.205,0.0781,108.867,4,2,FALSE,track,Kelly Clarkson,0,21,day,228693,winner
0.444,0.657,11,-4.508,1,0.0307,0.0449,0,0.0838,0.147,143.801,4,0,FALSE,track,Jason Aldean,1,0,day,259986,winner
0.659,0.926,10,-2.997,1,0.0619,0.00139,0,0.223,0.593,127.948,4,2,FALSE,track,Kelly Clarkson,0,21,day,181040,winner
0.527,0.884,1,-4.72,1,0.0597,0.0018,0,0.528,0.779,140.074,4,2,FALSE,track,Kelly Clarkson,0,19,day,207013,winner
0.398,0.633,8,-5.304,1,0.0322,0.00432,0,0.124,0.135,144.084,4,2,FALSE,track,Kelly Clarkson,0,22,day,213440,winner
0.561,0.749,6,-4.951,0,0.032,0.461,1.82E-06,0.205,0.501,125.986,4,168,FALSE,track,Bruno Mars,0,66,day,228720,winner
0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,4,168,FALSE,track,Bruno Mars,0,89,day,233478,winner
0.717,0.544,7,-6.598,1,0.0371,0.445,5.16E-06,0.0973,0.641,139.959,4,168,TRUE,track,Bruno Mars,0,64,day,244493,winner
0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,4,168,TRUE,track,Bruno Mars,0,82,day,178560,winner
0.705,0.784,2,-4.351,1,0.0279,0.211,4.30E-06,0.0813,0.418,104.98,4,168,FALSE,track,Bruno Mars,0,59,day,228573,winner
0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,4,168,FALSE,track,Bruno Mars,0,87,day,213826,winner
0.76,0.733,7,-6.704,1,0.0504,0.15,0,0.0647,0.611,111.975,4,168,FALSE,track,Bruno Mars,0,58,day,225026,winner
0.743,0.706,5,-5.728,1,0.0535,0.0461,0,0.204,0.514,77.989,4,168,FALSE,track,Bruno Mars,0,62,day,207560,winner
0.754,0.677,0,-6.555,1,0.0709,0.0943,7.39E-05,0.153,0.78,93.022,4,168,FALSE,track,Bruno Mars,0,54,day,203973,winner
0.522,0.413,3,-5.86,1,0.0316,0.722,0,0.0854,0.49,175.972,3,168,FALSE,track,Bruno Mars,0,67,day,132640,winner
0.764,0.567,0,-8.585,1,0.0609,0.0126,9.08E-05,0.257,0.426,89.991,4,183,TRUE,track,Lorde,0,64,day,198907,nominee
0.516,0.474,2,-8.361,1,0.0377,0.0793,0.00338,0.134,0.192,183.95,4,183,FALSE,track,Lorde,0,61,day,234286,nominee
0.674,0.426,7,-9.504,1,0.122,0.12,0,0.132,0.337,84.876,4,183,FALSE,track,Lorde,0,75,day,190185,nominee
0.525,0.472,4,-9.277,1,0.0739,0.534,0.614,0.11,0.0424,127.945,4,183,FALSE,track,Lorde,0,78,day,258969,nominee
0.733,0.62,1,-10.525,1,0.0752,0.612,0.291,0.117,0.251,111.039,4,183,FALSE,track,Lorde,0,69,day,246755,nominee
0.691,0.578,6,-7.436,1,0.106,0.167,0,0.305,0.412,99.984,4,183,FALSE,track,Lorde,0,74,day,193058,nominee
0.689,0.377,1,-8.761,1,0.0397,0.281,0,0.268,0.295,143.947,4,183,FALSE,track,Lorde,0,60,day,210737,nominee
0.36,0.361,0,-12.14,1,0.0463,0.664,0.00582,0.0682,0.0948,130.255,3,183,FALSE,track,Lorde,0,51,day,188133,nominee
0.654,0.304,6,-9.067,0,0.0358,0.649,6.65E-05,0.147,0.102,113.992,4,183,FALSE,track,Lorde,0,55,day,216600,nominee
0.562,0.485,1,-8.347,0,0.0359,0.289,0.00173,0.194,0.0665,118.01,4,183,FALSE,track,Lorde,0,57,day,294222,nominee
0.67,0.841,2,-5.217,1,0.18,0.204,0.000294,0.229,0.742,133.918,4,184,FALSE,track,Sam Smith,0,62,day,192670,nominee
0.614,0.311,1,-10.708,0,0.0526,0.632,0.00259,0.336,0.27,129.644,4,184,FALSE,track,Sam Smith,0,45,day,201087,nominee
0.413,0.42,0,-6.444,1,0.0416,0.588,6.39E-05,0.11,0.185,84.126,4,184,FALSE,track,Sam Smith,0,81,day,172723,nominee
0.414,0.264,4,-8.741,1,0.0481,0.948,6.31E-06,0.106,0.36,92.994,5,184,FALSE,track,Sam Smith,0,54,day,188377,nominee
0.678,0.484,5,-5.795,1,0.0361,0.529,2.01E-05,0.0766,0.493,82.004,4,184,FALSE,track,Sam Smith,0,82,day,239316,nominee
0.657,0.381,4,-8.052,0,0.0356,0.634,7.87E-05,0.0976,0.189,86.065,4,184,FALSE,track,Sam Smith,0,47,day,210369,nominee
0.657,0.628,7,-6.627,0,0.0379,0.348,2.01E-05,0.124,0.483,99.924,4,184,FALSE,track,Sam Smith,0,72,day,167065,nominee
0.456,0.473,4,-7.561,0,0.0353,0.492,0.000338,0.136,0.216,119.889,4,184,FALSE,track,Sam Smith,0,46,day,173356,nominee
0.462,0.152,2,-12.457,1,0.0371,0.939,0,0.126,0.286,71.363,4,184,FALSE,track,Sam Smith,0,52,day,172452,nominee
0.418,0.332,4,-9.482,1,0.0492,0.771,2.01E-05,0.109,0.171,119.164,4,184,FALSE,track,Sam Smith,0,68,day,253208,nominee
0.495,0.502,5,-9.307,1,0.0259,0.0127,0.689,0.068,0.0394,97.546,3,185,FALSE,track,Coldplay,0,63,day,216626,nominee
0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,4,185,FALSE,track,Coldplay,0,71,day,285014,nominee
0.688,0.705,6,-7.311,1,0.0323,0.0647,0.124,0.118,0.696,112.019,4,185,FALSE,track,Coldplay,0,57,day,228373,nominee
0.482,0.573,11,-7.966,1,0.028,0.00376,0.077,0.123,0.184,119.991,4,185,FALSE,track,Coldplay,0,54,day,246000,nominee
0.548,0.475,1,-12.42,1,0.0355,0.615,0.808,0.0944,0.0349,126.974,4,185,FALSE,track,Coldplay,0,61,day,294666,nominee
0.516,0.572,8,-9.037,1,0.0291,0.00715,0.254,0.139,0.351,160.023,4,185,FALSE,track,Coldplay,0,49,day,234413,nominee
0.194,0.132,11,-15.783,1,0.0349,0.919,0.181,0.159,0.04,74.845,4,185,FALSE,track,Coldplay,0,49,day,321680,nominee
0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4,185,FALSE,track,Coldplay,0,85,day,267866,nominee
0.371,0.216,10,-14.727,1,0.0358,0.911,0.826,0.0934,0.0645,136.998,4,185,FALSE,track,Coldplay,0,60,day,323480,nominee
0.793,0.634,7,-4.807,1,0.0324,0.038,1.76E-06,0.304,0.615,117.024,4,2,FALSE,track,Taylor Swift,0,52,day,212600,winner
0.753,0.678,5,-5.421,1,0.0644,0.085,1.64E-06,0.13,0.583,96.006,4,2,FALSE,track,Taylor Swift,0,69,day,231826,winner
0.598,0.786,2,-5.572,1,0.0383,0.00253,0.0016,0.117,0.456,95.019,4,2,FALSE,track,Taylor Swift,0,66,day,231000,winner
0.552,0.842,7,-6.938,1,0.0373,0.00103,1.17E-05,0.337,0.343,91.991,4,2,FALSE,track,Taylor Swift,0,52,day,235800,winner
0.602,0.736,5,-5.778,1,0.0338,0.00196,4.57E-05,0.105,0.471,96.969,4,2,FALSE,track,Taylor Swift,0,48,day,193293,winner
0.647,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.015,4,2,FALSE,track,Taylor Swift,0,68,day,219200,winner
0.648,0.898,0,-5.963,1,0.0513,0.016,9.91E-05,0.109,0.502,118.02,4,2,FALSE,track,Taylor Swift,0,40,day,207440,winner
0.65,0.802,7,-6.114,1,0.181,0.0871,6.54E-06,0.148,0.295,170.146,4,2,FALSE,track,Taylor Swift,0,60,day,211933,winner
0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056,4,2,FALSE,track,Taylor Swift,0,64,day,220440,winner
0.764,0.66,5,-6.136,1,0.0494,0.00461,0.00477,0.0915,0.524,119.988,4,2,FALSE,track,Taylor Swift,0,41,day,247533,winner
0.475,0.459,4,-8.768,1,0.0333,0.635,0,0.101,0.0828,143.988,4,2,FALSE,track,Taylor Swift,0,39,day,250093,winner
0.596,0.763,0,-4.99,1,0.0661,0.231,0,0.2,0.507,159.958,4,2,FALSE,track,Taylor Swift,0,38,day,195706,winner
0.81,0.379,4,-7.771,1,0.0349,0.241,0,0.113,0.22,103.981,4,2,FALSE,track,Taylor Swift,0,41,day,271000,winner
0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,4,23,FALSE,track,Adele,0,70,day,295502,winner
0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48E-06,0.172,0.567,164.069,4,23,FALSE,track,Adele,0,70,day,223078,winner
0.382,0.578,5,-4.246,1,0.047,0.00982,1.44E-05,0.433,0.156,113.072,4,23,FALSE,track,Adele,0,56,day,348625,winner
0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361,4,23,FALSE,track,Adele,0,71,day,290900,winner
0.405,0.3,2,-6.475,1,0.0378,0.894,0,0.154,0.24,162.355,3,23,FALSE,track,Adele,0,58,day,245426,winner
0.59,0.833,5,-6.503,0,0.0615,0.0142,5.40E-06,0.105,0.538,94.963,4,23,FALSE,track,Adele,0,67,day,240439,winner
0.384,0.585,1,-5.588,1,0.0311,0.0591,1.77E-06,0.116,0.252,82.378,4,23,FALSE,track,Adele,0,53,day,225426,winner
0.331,0.341,9,-6.057,0,0.0309,0.528,0,0.109,0.152,109.821,4,23,FALSE,track,Adele,0,72,day,285935,winner
0.72,0.274,1,-7.623,0,0.0276,0.742,0,0.11,0.179,105.929,4,23,FALSE,track,Adele,0,60,day,227065,winner
0.591,0.28,4,-5.494,1,0.0283,0.889,0,0.124,0.348,141.916,4,23,FALSE,track,Adele,0,67,day,271800,winner
0.416,0.752,0,-5.471,1,0.0396,0.251,0,0.125,0.266,155.89,3,23,FALSE,track,Adele,0,50,day,251701,winner
0.438,0.805,5,-4.284,0,0.0728,0.0115,0.000667,0.133,0.31,150.174,4,172,FALSE,track,Sia,0,61,day,252440,nominee
0.508,0.762,6,-4.217,0,0.0489,0.254,0.000122,0.108,0.444,99.963,4,172,FALSE,track,Sia,0,58,day,263520,nominee
0.365,0.717,9,-4.113,0,0.0521,0.102,0,0.467,0.204,171.827,4,172,FALSE,track,Sia,0,41,day,252066,nominee
0.617,0.842,10,-4.062,0,0.034,0.00117,0.261,0.131,0.36,127.955,4,172,FALSE,track,Sia,0,53,day,247213,nominee
0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4,172,FALSE,track,Sia,0,77,day,217746,nominee
0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,172,FALSE,track,Sia,0,68,day,211666,nominee
0.567,0.773,6,-3.344,1,0.0451,0.0355,0.00011,0.0901,0.731,82.947,4,172,FALSE,track,Sia,0,46,day,219773,nominee
0.523,0.782,1,-6.01,0,0.054,0.000425,0.106,0.135,0.247,179.967,4,172,FALSE,track,Sia,0,46,day,241120,nominee
0.557,0.759,1,-4.986,0,0.0346,0.027,0.000626,0.318,0.187,92.986,4,172,FALSE,track,Sia,0,41,day,193133,nominee
0.779,0.934,3,-2.027,1,0.189,0.0236,0.0177,0.271,0.896,103.982,4,172,FALSE,track,Sia,0,37,day,145600,nominee
0.406,0.917,0,-2.812,0,0.0662,0.0128,0.0571,0.12,0.397,154.033,4,172,FALSE,track,Sia,0,44,day,264986,nominee
0.238,0.501,8,-7.147,1,0.0359,0.676,0.00111,0.096,0.109,101.479,5,172,FALSE,track,Sia,0,37,day,287773,nominee
0.592,0.788,6,-4.924,0,0.201,0.0599,2.54E-06,0.125,0.755,89.949,4,172,FALSE,track,Sia,1,63,day,224493,nominee
0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,4,172,FALSE,track,Sia,1,64,day,210226,nominee
0.408,0.711,1,-3.455,1,0.0462,0.269,4.41E-06,0.111,0.288,80.389,4,172,FALSE,track,Sia,0,45,day,246173,nominee
0.636,0.789,10,-4.905,0,0.0892,0.0834,0.000896,0.391,0.4,128.028,4,172,FALSE,track,Sia,1,62,day,217906,nominee
0.591,0.658,7,-4.492,0,0.0299,0.0673,7.03E-05,0.211,0.0553,112.36,4,172,FALSE,track,Sia,0,42,day,222973,nominee
0.282,0.283,10,-8.866,1,0.0316,0.854,0.0608,0.232,0.0876,112.366,4,172,FALSE,track,Sia,0,35,day,329373,nominee
0.639,0.785,10,-6.167,0,0.174,0.0174,0.00107,0.0512,0.686,191.95,4,172,FALSE,track,Sia,0,72,day,210920,nominee
0.352,0.711,5,-6.412,1,0.0334,0.157,0.701,0.0683,0.422,73.161,4,184,FALSE,track,Coldplay,0,53,day,274586,nominee
